tokenizer,sample_group,token_id,clean_token,auto_label,manual_label,reason,unit_count,comment
custom_pinyin_diacritic_64k,SV,48992,luó mǎ huà,SV,SV,pinyin dictionary hit,3,
custom_pinyin_diacritic_64k,SV,57305,xiàn jì,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,40340,mù xī,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,26235,zhàn liè jiàn,SV,SV,pinyin dictionary hit,3,
custom_pinyin_diacritic_64k,SV,327,shà,SV,SV,pinyin dictionary hit,1,
custom_pinyin_diacritic_64k,SV,17586,duō yàng xìng,SV,SV,pinyin dictionary hit,3,
custom_pinyin_diacritic_64k,SV,9883,liǎn,SV,SV,pinyin dictionary hit,1,
custom_pinyin_diacritic_64k,SV,7229,nán jīng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,21417,jiāo jiè,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,20866,jù tǐ,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,46133,zhè me,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,41394,xiāo yáo,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,38430,lǐ xiāng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,56132,gè bié,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,20532,yā zài,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,425,tu,SV,SV,pinyin dictionary hit,1,
custom_pinyin_diacritic_64k,SV,49815,fèi xū,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,42807,xiě zhēn jí,SV,SV,pinyin dictionary hit,3,
custom_pinyin_diacritic_64k,SV,13095,mào xiǎn,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,9950,qī jiān,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,56456,guò hé,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,55175,fēng xíng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,17303,lā dīng yǔ,SV,SV,pinyin dictionary hit,3,
custom_pinyin_diacritic_64k,SV,63529,jiàn gòu,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,55225,shǎn guāng,SV,SV,pinyin dictionary hit,0,
custom_pinyin_diacritic_64k,SV,53957,lǎo yīng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,37864,xī níng,SV,SV,pinyin dictionary hit,0,
custom_pinyin_diacritic_64k,SV,59469,lián xiǎng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,11185,duì zhōng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,48573,pān,SV,SV,pinyin dictionary hit,1,
custom_pinyin_diacritic_64k,SV,348,bèi,SV,SV,pinyin dictionary hit,1,
custom_pinyin_diacritic_64k,SV,5110,lí,SV,SV,pinyin dictionary hit,1,
custom_pinyin_diacritic_64k,SV,23617,wáng jiā,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,6003,fù jìn,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,13929,xǔ,SV,SV,pinyin dictionary hit,1,
custom_pinyin_diacritic_64k,SV,62346,lái sī tè,SV,SV,pinyin dictionary hit,3,
custom_pinyin_diacritic_64k,SV,26001,míng xīng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,37794,nèi yuán,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,31363,gāi dǎng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,35945,guò jìng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,18500,gāo děng jiào yù,SV,SV,pinyin dictionary hit,4,
custom_pinyin_diacritic_64k,SV,61091,shēn kōng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,2998,pí,SV,SV,pinyin dictionary hit,1,
custom_pinyin_diacritic_64k,SV,18393,néng liàng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,30937,xià yǐ,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,16099,tí qín,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,41573,yuē,SV,SV,pinyin dictionary hit,1,
custom_pinyin_diacritic_64k,SV,45523,yuàn,SV,SV,pinyin dictionary hit,1,
custom_pinyin_diacritic_64k,SV,11490,guān zhèng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,18623,dì miàn,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,13254,shuǐ kù,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,9757,àn shì,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,32000,nì zhuǎn,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,31537,píng héng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,15839,yì fāng miàn,SV,SV,pinyin dictionary hit,3,
custom_pinyin_diacritic_64k,SV,24344,měi rén,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,34922,ǒu xiàng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,6562,dà shà,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,62204,zēng qiáng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,44867,dà mǎn guàn,SV,SV,pinyin dictionary hit,0,
custom_pinyin_diacritic_64k,SV,56961,hòu lái,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,13594,pín dào,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,27697,lǐng dǎo xiǎo zǔ,SV,SV,pinyin dictionary hit,4,
custom_pinyin_diacritic_64k,SV,34745,hōng dòng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,15267,gàn,SV,SV,pinyin dictionary hit,1,
custom_pinyin_diacritic_64k,SV,38718,hǎi zhàn zhōng,SV,SV,pinyin dictionary hit,3,
custom_pinyin_diacritic_64k,SV,43613,fù chóu zhě,SV,SV,pinyin dictionary hit,3,
custom_pinyin_diacritic_64k,SV,21940,tì dài,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,14592,běi jīng dà xué,SV,SV,pinyin dictionary hit,4,
custom_pinyin_diacritic_64k,SV,13174,jié hé,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,61754,fù yuàn zhǎng,SV,SV,pinyin dictionary hit,3,
custom_pinyin_diacritic_64k,SV,34791,jiāng hú,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,50348,gāng bǎn,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,34122,bù zhōng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,63679,lín kěn,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,2177,zāng,SV,SV,pinyin dictionary hit,1,
custom_pinyin_diacritic_64k,SV,9381,wú ěr,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,46591,fáng wù,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,51241,jí 5,SV,SV,pinyin dictionary hit with digits,1,
custom_pinyin_diacritic_64k,SV,47703,jīn yǔ,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,42417,jià bēng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,40296,yǎ jiā dá,SV,SV,pinyin dictionary hit,3,
custom_pinyin_diacritic_64k,SV,12045,xùn hào,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,44639,tú xiàng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,3894,shí jì,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,12215,nǚ zǐ,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,9541,shāng pǐn,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,24387,jìng hé,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,51774,niàng zào,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,21293,mài dí,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,37282,wan,SV,SV,pinyin dictionary hit,1,
custom_pinyin_diacritic_64k,SV,20372,wén yì fù xīng,SV,SV,pinyin dictionary hit,4,
custom_pinyin_diacritic_64k,SV,52306,láo gǎi,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,34954,xiōng bù,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,33352,yíng xiāo,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,625,huáng,SV,SV,pinyin dictionary hit,1,
custom_pinyin_diacritic_64k,SV,18052,fù shǔ,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,3509,zǒu,SV,SV,pinyin dictionary hit,1,
custom_pinyin_diacritic_64k,SV,15537,dì míng,SV,SV,pinyin dictionary hit,2,
custom_pinyin_diacritic_64k,SV,43600,liàng zǐ lì xué,SV,SV,pinyin dictionary hit,4,
custom_pinyin_diacritic_64k,WV,54945,kě yǐ shì wèi,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,8401,hǎi bá gāo dù wèi,WV,WV,complete syllable sequence with plausible known-unit decomposition,5,
custom_pinyin_diacritic_64k,WV,26530,xué nián dù,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,55020,kè lā mǎ,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,35956,luó kē,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,23504,miàn jī yuē wèi,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,60389,hěn xǐ huān,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,26500,nián 6 yuè 16 rì,WV,WV,numeric expression followed by a complete measure/time unit,0,
custom_pinyin_diacritic_64k,WV,11910,de jī chǔ,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,24547,sāi lā,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,54759,zuì yōu xiù de,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,60672,xiān tóu wèi zhì,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,8072,wú xiàn diàn shì,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,53489,gāo hǎi bá,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,5205,shēn de,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,32348,zài rì zhì,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,50292,xīng xì de,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,9910,1992 nián,WV,WV,numeric expression followed by a complete measure/time unit,0,
custom_pinyin_diacritic_64k,WV,15632,de yī yuán,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,49796,hào jué yì,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,4073,sān gè,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,49752,luó tè,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,27520,huò bù,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,37195,shǎo liàng de,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,43580,fù jìn yǒu,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,38497,lēi nèi,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,10974,nián 4 yuè 1 rì,WV,WV,numeric expression followed by a complete measure/time unit,3,
custom_pinyin_diacritic_64k,WV,53794,ā wéi lóng shěng,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,9525,táng de,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,29531,cù jìn le,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,37605,fā gǎi,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,7132,jié de,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,33406,bàng qiú xuǎn shǒu,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,29987,fēn pèi dào,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,56215,shì jiàn bèi,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,30745,ào běn hǎi,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,25803,nián 6 yuè 26 rì,WV,WV,numeric expression followed by a complete measure/time unit,0,
custom_pinyin_diacritic_64k,WV,44443,kuān yuē,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,32998,qí tā guó jiā,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,27124,děng hǎi yù,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,32186,bìng mìng míng wèi,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,57609,kuān kuò de,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,57712,háo dūn,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,53694,jué dìng zài,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,60556,dìng míng wèi,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,30605,jiā tíng de,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,39491,nuò zài,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,36374,58 rén,WV,WV,numeric expression followed by a complete measure/time unit,0,
custom_pinyin_diacritic_64k,WV,4857,ào sī,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,10935,zài nà,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,62000,zhèng fǔ chéng lì,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,57013,zū jiè de,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,22881,mù qián yǐ,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,29835,ér zài,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,54871,jīng jì hé,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,24544,nián 9 yuè 25 rì,WV,WV,numeric expression followed by a complete measure/time unit,0,
custom_pinyin_diacritic_64k,WV,31041,nián 5 yuè 21 rì,WV,WV,numeric expression followed by a complete measure/time unit,3,
custom_pinyin_diacritic_64k,WV,24461,shì nán jí zhōu de shān fēng,WV,WV,complete syllable sequence with plausible known-unit decomposition,7,
custom_pinyin_diacritic_64k,WV,58495,1910 nián,WV,WV,numeric expression followed by a complete measure/time unit,0,
custom_pinyin_diacritic_64k,WV,27081,xiǎo bù fèn,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,24924,hé suān jiǎn cè,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,22711,gāi shěng fèn wèi fǎ guó dōng běi bù,WV,WV,complete syllable sequence with plausible known-unit decomposition,9,
custom_pinyin_diacritic_64k,WV,52051,hā bù sī,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,43682,gǎi zuò,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,26808,dǎ le,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,42733,zé tiān,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,58351,jiā zú chéng yuán,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,45510,duō mǔ shān shěng,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,40103,rì qī wèi,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,62108,jiǎn chá shǔ,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,62115,jiàn chéng yú,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,58512,běn zài,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,42926,niè dí gé,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,40350,kē dé,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,7516,liàng wèi,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,29529,kuò zhǎn zhì,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,46873,tuī xíng de,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,35149,le dì yí gè,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,20147,zhōng wén dà xué,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,10406,zài xiāng gǎng,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,39114,dōng jīng dū,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,18751,liè wèi dì,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,37153,yí gè xīn,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,43345,qiān duō,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,15610,tōng guò de,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,32403,rén kǒu yuē,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,27431,lìng wài hái yǒu,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,56066,chéng wéi qí,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,23140,fū kǎ,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,47021,xiān hòu yú,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,63510,běn zhàn de,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,31044,fā shēng biàn huà,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,14107,yàn de,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,19338,ěr rén,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,38479,jǐn néng,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,3878,gāo de,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,WV,36533,chéng jiù jiǎng,WV,WV,complete syllable sequence with plausible known-unit decomposition,3,
custom_pinyin_diacritic_64k,WV,40790,wěi yuán huì fù zhǔ xí,WV,WV,complete syllable sequence with plausible known-unit decomposition,6,
custom_pinyin_diacritic_64k,WV,19244,guó lì tái wān,WV,WV,complete syllable sequence with plausible known-unit decomposition,4,
custom_pinyin_diacritic_64k,WV,55162,gāo yuè,WV,WV,complete syllable sequence with plausible known-unit decomposition,2,
custom_pinyin_diacritic_64k,IV,39873,de dì 1,IV,IV,mixed digit+pinyin token without a complete numeric pattern,2,
custom_pinyin_diacritic_64k,IV,17841,align,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,1914,sic,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,8619,km,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,240,ián,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,63883,ransfor,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,29702,lit,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,1740,no,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,1813,ld,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,684,or,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,32083,de jì niàn,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,63708,nián   6,IV,IV,date fragment missing the leading year number,0,
custom_pinyin_diacritic_64k,IV,24368,car,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,61971,6 chǎng,IV,IV,mixed digit+pinyin token without a complete numeric pattern,0,
custom_pinyin_diacritic_64k,IV,5766,zh,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,57788,kin,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,23446,agu,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,38392,mann,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,63167,time,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,32859,vis,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,43046,ven,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,10583,qí B1900,IV,IV,mixed digit+pinyin token without a complete numeric pattern,0,
custom_pinyin_diacritic_64k,IV,2100,dio,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,63949,zation,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,38388,elo,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,54918,chāo guò 20,IV,IV,mixed digit+pinyin token without a complete numeric pattern,0,
custom_pinyin_diacritic_64k,IV,20465,ant,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,56257,tǐ zhǎng kě dá 6,IV,IV,mixed digit+pinyin token without a complete numeric pattern,0,
custom_pinyin_diacritic_64k,IV,35411,that,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,30627,so,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,25942,8 gōng fēn,IV,IV,mixed digit+pinyin token without a complete numeric pattern,0,
custom_pinyin_diacritic_64k,IV,12936,les,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,48814,yuē 150,IV,IV,mixed digit+pinyin token without a complete numeric pattern,0,
custom_pinyin_diacritic_64k,IV,51069,ks,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,5139,in,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,1333,pe,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,16190,stra,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,1485,hi,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,57963,thern,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,44366,bb,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,35704,yuē 30,IV,IV,mixed digit+pinyin token without a complete numeric pattern,0,
custom_pinyin_diacritic_64k,IV,53994,der,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,15583,7 míng,IV,IV,mixed digit+pinyin token without a complete numeric pattern,0,
custom_pinyin_diacritic_64k,IV,46894,elle,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,1855,ris,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,41507,dǎ jī lǜ wèi 2 chéng,IV,IV,mixed digit+pinyin token without a complete numeric pattern,5,
custom_pinyin_diacritic_64k,IV,47660,as,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,42509,què zhěn bìng lì 1 lì,IV,IV,mixed digit+pinyin token without a complete numeric pattern,5,
custom_pinyin_diacritic_64k,IV,36130,raw,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,52637,sān shí bā nián,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,24605,chael,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,23275,ous,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,46633,miàn jī 6,IV,IV,mixed digit+pinyin token without a complete numeric pattern,0,
custom_pinyin_diacritic_64k,IV,22087,wèi zhōng huá mín guó,IV,IV,cannot parse into complete legal pinyin syllables,0,
custom_pinyin_diacritic_64k,IV,21243,ac,IV,IV,cannot parse into complete legal pinyin syllables,0,
