N,pair_index_within_N,c_token,source_token_count_for_pair,a_tokens_json
2,488,gu3jia4,2,"[""股价"", ""骨架""]"
2,489,gu3wu4,2,"[""古物"", ""谷物""]"
2,490,gu4ming2,2,"[""故名"", ""顾名""]"
2,491,gu4you3,2,"[""固有"", ""故有""]"
2,492,gua1,2,"[""刮"", ""瓜""]"
2,493,gua4,2,"[""卦"", ""挂""]"
2,494,gua4zai4,2,"[""挂在"", ""挂载""]"
2,495,guan1de,2,"[""官的"", ""观的""]"
2,496,guan1li4,2,"[""官吏"", ""官立""]"
2,497,guan1lian2,2,"[""关联"", ""关连""]"
2,498,guan1yuan2,2,"[""关原"", ""官员""]"
2,499,guan1zhi4,2,"[""官制"", ""官至""]"
2,500,guan1zhong1,2,"[""关中"", ""冠忠""]"
2,501,guan3de,2,"[""管的"", ""馆的""]"
2,502,guan3nei4,2,"[""管内"", ""馆内""]"
2,503,guan3zhi4,2,"[""管制"", ""管治""]"
2,504,guang1,2,"[""光"", ""胱""]"
2,505,guang1hua2,2,"[""光华"", ""光滑""]"
2,506,gui3ji4,2,"[""诡计"", ""轨迹""]"
2,507,gun3,2,"[""滚"", ""衮""]"
2,508,guo1,2,"[""郭"", ""锅""]"
2,509,guo2,2,"[""国"", ""虢""]"
2,510,guo2jun1,2,"[""国军"", ""国君""]"
2,511,guo2li4,2,"[""国力"", ""国立""]"
2,512,guo2shi4,2,"[""国事"", ""国式""]"
2,513,guo2yu3,2,"[""国与"", ""国语""]"
2,514,guo4du4,2,"[""过度"", ""过渡""]"
2,515,ha1,2,"[""哈"", ""铪""]"
2,516,hai2wei4,2,"[""还为"", ""还未""]"
2,517,hai3bao4,2,"[""海报"", ""海豹""]"
2,518,hai3dao4,2,"[""海盗"", ""海道""]"
2,519,hai3feng1,2,"[""海丰"", ""海峰""]"
2,520,hai3lu4,2,"[""海路"", ""海陆""]"
2,521,han2yi4,2,"[""含义"", ""涵义""]"
2,522,han3,2,"[""喊"", ""罕""]"
2,523,hang2,2,"[""杭"", ""航""]"
2,524,hang2dao4,2,"[""航道"", ""行道""]"
2,525,hao3,2,"[""好"", ""郝""]"
2,526,hao3shi4,2,"[""好事"", ""好市""]"
2,527,he2ao4,2,"[""何奥"", ""和奥""]"
2,528,he2ban4,2,"[""合办"", ""和半""]"
2,529,he2bei3,2,"[""和北"", ""河北""]"
2,530,he2bei4,2,"[""和被"", ""和贝""]"
2,531,he2bu4,2,"[""和不"", ""和布""]"
2,532,he2de,2,"[""和的"", ""河的""]"
2,533,he2deng3,2,"[""和等"", ""河等""]"
2,534,he2di4qu1,2,"[""和地区"", ""河地区""]"
2,535,he2dong1,2,"[""和东"", ""河东""]"
2,536,he2he2,2,"[""合和"", ""河和""]"
2,537,he2hong2,2,"[""何鸿"", ""和红""]"
2,538,he2ji4,2,"[""合计"", ""和记""]"
2,539,he2jin1,2,"[""合金"", ""和金""]"
2,540,he2li4,2,"[""合力"", ""和利""]"
2,541,he2ma3,2,"[""和马"", ""荷马""]"
2,542,he2nan2,2,"[""和南"", ""河南""]"
2,543,he2nei4,2,"[""和内"", ""河内""]"
2,544,he2qi2ta1,2,"[""和其他"", ""和其它""]"
2,545,he2shui3,2,"[""和水"", ""河水""]"
2,546,he2si4,2,"[""和四"", ""核四""]"
2,547,he2ta1,2,"[""和他"", ""和她""]"
2,548,he2ta1de,2,"[""和他的"", ""和她的""]"
2,549,he2tong2,2,"[""合同"", ""和铜""]"
2,550,he2wu2,2,"[""和吴"", ""和无""]"
2,551,he2wu3,2,"[""和五"", ""核武""]"
2,552,he2xian4,2,"[""和县"", ""河县""]"
2,553,he2xiang1,2,"[""合相"", ""河乡""]"
2,554,he2xin1,2,"[""和新"", ""核心""]"
2,555,he2yi3,2,"[""何以"", ""和以""]"
2,556,he2yi4,2,"[""合议"", ""和议""]"
2,557,he2yu3,2,"[""和与"", ""河与""]"
2,558,he2yuan2,2,"[""和原"", ""河源""]"
2,559,he2yue1,2,"[""合约"", ""和约""]"
2,560,he2zhang3,2,"[""和长"", ""河长""]"
2,561,he2zhong1,2,"[""和中"", ""河中""]"
2,562,hen3,2,"[""很"", ""狠""]"
2,563,heng2liang2,2,"[""横梁"", ""衡量""]"
2,564,heng2shan1,2,"[""横山"", ""衡山""]"
2,565,hong2dou1la1si1,2,"[""宏都拉斯"", ""洪都拉斯""]"
2,566,hong2jun1,2,"[""红军"", ""鸿钧""]"
2,567,hou4bei4,2,"[""后备"", ""后被""]"
2,568,hou4de,2,"[""厚的"", ""后的""]"
2,569,hou4qin2,2,"[""后勤"", ""后秦""]"
2,570,hou4wei4,2,"[""后为"", ""后卫""]"
2,571,hou4zai4,2,"[""后再"", ""后在""]"
2,572,hou4zhi4,2,"[""后置"", ""后至""]"
2,573,hu2shi4,2,"[""胡氏"", ""胡适""]"
2,574,hu4bu4,2,"[""互不"", ""户部""]"
2,575,hu4hang2,2,"[""护航"", ""沪杭""]"
2,576,hu4ji2,2,"[""户籍"", ""护级""]"
2,577,hua1,2,"[""哗"", ""花""]"
2,578,hua1xu4,2,"[""花序"", ""花絮""]"
2,579,hua2shi4,2,"[""华氏"", ""华视""]"
2,580,hua4chu1,2,"[""划出"", ""画出""]"
2,581,hua4wei4,2,"[""划为"", ""化为""]"
2,582,hua4yu3,2,"[""化与"", ""话语""]"
2,583,huan4cheng2,2,"[""换乘"", ""换成""]"
2,584,huan4shang4,2,"[""患上"", ""换上""]"
2,585,huang1,2,"[""慌"", ""荒""]"
2,586,huang2di4,2,"[""皇帝"", ""黄帝""]"
2,587,huang2jia1,2,"[""皇家"", ""黄家""]"
2,588,huang2shi4,2,"[""皇室"", ""黄氏""]"
2,589,huang2tong2,2,"[""黄酮"", ""黄铜""]"
2,590,hui2,2,"[""回"", ""洄""]"
2,591,hui2he2,2,"[""回合"", ""回纥""]"
2,592,hui2sheng1,2,"[""回升"", ""回声""]"
2,593,hui3,2,"[""悔"", ""毁""]"
2,594,hui4hua4,2,"[""会话"", ""绘画""]"
2,595,hui4ru4,2,"[""汇入"", ""绘入""]"
2,596,hui4you3,2,"[""会有"", ""绘有""]"
2,597,hun1,2,"[""婚"", ""昏""]"
2,598,hun2,2,"[""浑"", ""魂""]"
2,599,huo3,2,"[""伙"", ""火""]"
2,600,huo3pao4,2,"[""火炮"", ""火砲""]"
2,601,huo4li4,2,"[""获利"", ""霍利""]"
2,602,huo4qi2,2,"[""或其"", ""霍奇""]"
2,603,huo4qi2ta1,2,"[""或其他"", ""或其它""]"
2,604,huo4shi4,2,"[""或是"", ""获释""]"
2,605,huo4yi4,2,"[""或译"", ""获益""]"
2,606,ji1de,2,"[""基的"", ""机的""]"
2,607,ji1dong4,2,"[""机动"", ""激动""]"
2,608,ji1fa1,2,"[""击发"", ""激发""]"
2,609,ji1jian4,2,"[""击剑"", ""基建""]"
2,610,ji1jin4,2,"[""基进"", ""激进""]"
2,611,ji1li3,2,"[""基里"", ""机理""]"
2,612,ji1li4,2,"[""基利"", ""激励""]"
2,613,ji1long2,2,"[""基隆"", ""鸡笼""]"
2,614,ji1rou4,2,"[""肌肉"", ""鸡肉""]"
2,615,ji1shen1,2,"[""机身"", ""跻身""]"
2,616,ji1si1,2,"[""基斯"", ""姬丝""]"
2,617,ji1xing2,2,"[""机型"", ""畸形""]"
2,618,ji2da4,2,"[""及大"", ""极大""]"
2,619,ji2di4,2,"[""及第"", ""极地""]"
2,620,ji2du4,2,"[""嫉妒"", ""极度""]"
2,621,ji2gao1,2,"[""及高"", ""极高""]"
2,622,ji2he2,2,"[""级和"", ""集合""]"
2,623,ji2ju4,2,"[""急剧"", ""极具""]"
2,624,ji2li3,2,"[""及李"", ""吉里""]"
2,625,ji2li4,2,"[""吉利"", ""极力""]"
2,626,ji2qi2,2,"[""及其"", ""极其""]"
2,627,ji2qi2ta1,2,"[""及其他"", ""及其它""]"
2,628,ji2quan2,2,"[""极权"", ""集权""]"
2,629,ji2shu4,2,"[""级数"", ""集数""]"
2,630,ji2si1,2,"[""吉思"", ""吉斯""]"
2,631,ji2su4,2,"[""急速"", ""极速""]"
2,632,ji2wei4,2,"[""即为"", ""即位""]"
2,633,ji2xiao3,2,"[""及小"", ""极小""]"
2,634,ji2yi3,2,"[""即以"", ""及以""]"
2,635,ji2you3,2,"[""即有"", ""及有""]"
2,636,ji2yu2,2,"[""及于"", ""急于""]"
2,637,ji2yu3,2,"[""及与"", ""集雨""]"
2,638,ji2zai4,2,"[""即在"", ""及在""]"
2,639,ji2zhong1,2,"[""及中"", ""集中""]"
2,640,ji2zhu4,2,"[""脊柱"", ""藉著""]"
2,641,ji3yu3,2,"[""给与"", ""给予""]"
2,642,ji4cheng2,2,"[""继承"", ""计程""]"
2,643,ji4fa3,2,"[""技法"", ""记法""]"
2,644,ji4hou4,2,"[""季候"", ""季后""]"
2,645,ji4liang4,2,"[""剂量"", ""计量""]"
2,646,ji4lu4,2,"[""纪录"", ""记录""]"
2,647,ji4lu4de,2,"[""纪录的"", ""记录的""]"
2,648,ji4mo4,2,"[""季末"", ""寂寞""]"
2,649,ji4nian4,2,"[""纪念"", ""记念""]"
2,650,ji4shi2,2,"[""纪实"", ""计时""]"
2,651,ji4wei3,2,"[""纪委"", ""计委""]"
2,652,ji4wei4,2,"[""继位"", ""记为""]"
2,653,ji4yi4,2,"[""技艺"", ""记忆""]"
2,654,ji4you3,2,"[""既有"", ""计有""]"
2,655,ji4zhou1,2,"[""冀州"", ""济州""]"
2,656,jia1de,2,"[""加的"", ""家的""]"
2,657,jia1he2,2,"[""嘉禾"", ""家和""]"
2,658,jia1jing4,2,"[""嘉靖"", ""家境""]"
2,659,jia1ju4,2,"[""加剧"", ""家具""]"
2,660,jia1lai2,2,"[""加来"", ""加莱""]"
2,661,jia1lei1,2,"[""加勒"", ""迦勒""]"
2,662,jia1li4,2,"[""佳丽"", ""加利""]"
2,663,jia1ren2,2,"[""佳人"", ""家人""]"
2,664,jia1tai4,2,"[""加泰"", ""迦太""]"
2,665,jia1zai4,2,"[""加载"", ""家在""]"
2,666,jia1zhang3,2,"[""加长"", ""家长""]"
2,667,jia1zhuang1,2,"[""加装"", ""家庄""]"
2,668,jian1gu4,2,"[""兼顾"", ""坚固""]"
2,669,jian1guan3,2,"[""兼管"", ""监管""]"
2,670,jian1ju4,2,"[""兼具"", ""间距""]"
2,671,jian1ren4,2,"[""兼任"", ""坚韧""]"
2,672,jian1shi4,2,"[""监事"", ""监视""]"
2,673,jian1you3,2,"[""兼有"", ""间有""]"
2,674,jian3cha2,2,"[""检察"", ""检查""]"
2,675,jian3piao4kou3,2,"[""剪票口"", ""检票口""]"
2,676,jian3yi4,2,"[""检疫"", ""简易""]"
2,677,jian4cheng2,2,"[""建城"", ""建成""]"
2,678,jian4kang1,2,"[""健康"", ""建康""]"
2,679,jian4qiao2,2,"[""剑桥"", ""舰桥""]"
2,680,jian4shi4,2,"[""件事"", ""建市""]"
2,681,jian4shu4,2,"[""剑术"", ""建树""]"
2,682,jian4yan2,2,"[""建炎"", ""建言""]"
2,683,jian4zai4,2,"[""建在"", ""舰载""]"
2,684,jian4zhi4,2,"[""建制"", ""建置""]"
2,685,jiang1ling2,2,"[""江凌"", ""江陵""]"
2,686,jiang1qi2,2,"[""将其"", ""将棋""]"
2,687,jiang1shi4,2,"[""将是"", ""江市""]"
2,688,jiang1ta1men,2,"[""将他们"", ""将它们""]"
2,689,jiang1you2,2,"[""将由"", ""江油""]"
2,690,jiang1yuan2,2,"[""将原"", ""江原""]"
2,691,jiang1zhe4,2,"[""将这"", ""江浙""]"
2,692,jiao1dian3,2,"[""交点"", ""焦点""]"
2,693,jiao1hui4,2,"[""交会"", ""交汇""]"
2,694,jiao3bu4,2,"[""脚步"", ""脚部""]"
2,695,jiao4hui4,2,"[""教会"", ""教诲""]"
2,696,jiao4shi4,2,"[""教士"", ""教室""]"
2,697,jiao4yi4,2,"[""教义"", ""较易""]"
2,698,jiao4yu4,2,"[""教育"", ""教谕""]"
2,699,jie1dao4,2,"[""接到"", ""街道""]"
2,700,jie1de,2,"[""街的"", ""阶的""]"
2,701,jie1he2,2,"[""接合"", ""街和""]"
2,702,jie1ji2,2,"[""街及"", ""阶级""]"
2,703,jie1kou3,2,"[""接口"", ""街口""]"
2,704,jie1zai4,2,"[""接载"", ""皆在""]"
2,705,jie2cheng2,2,"[""结城"", ""结成""]"
2,706,jie2er3,2,"[""捷尔"", ""杰尔""]"
2,707,jie2he2,2,"[""结合"", ""结核""]"
2,708,jie2jie2,2,"[""结节"", ""节节""]"
2,709,jie2ke4,2,"[""捷克"", ""杰克""]"
2,710,jie2ke4de,2,"[""捷克的"", ""杰克的""]"
2,711,jie2shi2,2,"[""结石"", ""结识""]"
2,712,jie3,2,"[""姐"", ""解""]"
2,713,jie3du2,2,"[""解毒"", ""解读""]"
2,714,jie4mian4,2,"[""介面"", ""界面""]"
2,715,jie4shi2,2,"[""介石"", ""届时""]"
2,716,jie4xian4,2,"[""界线"", ""界限""]"
2,717,jin1chuan1,2,"[""今川"", ""金川""]"
2,718,jin1jun1,2,"[""巾军"", ""金军""]"
2,719,jin1ri4,2,"[""今日"", ""金日""]"
2,720,jin1shi4,2,"[""津市"", ""金氏""]"
2,721,jin1shu3,2,"[""今属"", ""金属""]"
2,722,jin1si1,2,"[""金丝"", ""金斯""]"
2,723,jin1ying1,2,"[""金莺"", ""金鹰""]"
2,724,jin3jin3,2,"[""仅仅"", ""紧紧""]"
2,725,jin4feng1,2,"[""晋封"", ""进封""]"
2,726,jin4hui4,2,"[""浸会"", ""进会""]"
2,727,jin4ji1,2,"[""近畿"", ""进击""]"
2,728,jin4jiang1,2,"[""晋江"", ""近江""]"
2,729,jin4lai2,2,"[""近来"", ""进来""]"
2,730,jin4shen1,2,"[""晋身"", ""进深""]"
2,731,jin4wei4,2,"[""近卫"", ""进位""]"
2,732,jin4zhan4,2,"[""进占"", ""进站""]"
2,733,jing1cheng2,2,"[""京城"", ""京成""]"
2,734,jing1du4,2,"[""精度"", ""经度""]"
2,735,jing1ji4,2,"[""经济"", ""经纪""]"
2,736,jing1li4,2,"[""精力"", ""经历""]"
2,737,jing1xi4,2,"[""晶系"", ""精细""]"
2,738,jing1ying1,2,"[""精英"", ""菁英""]"
2,739,jing1you2,2,"[""精油"", ""经由""]"
2,740,jing1yu2,2,"[""精于"", ""鲸鱼""]"
2,741,jing3guan1,2,"[""景观"", ""警官""]"
2,742,jing3shi4,2,"[""警示"", ""警视""]"
2,743,jing4xiang4,2,"[""径向"", ""镜像""]"
2,744,jiu3ba1,2,"[""九巴"", ""酒吧""]"
2,745,jiu4yi3,2,"[""就以"", ""就已""]"
2,746,jiu4you3,2,"[""就有"", ""旧有""]"
2,747,jiu4zhi4,2,"[""救治"", ""旧制""]"
2,748,ju1liu2,2,"[""居留"", ""拘留""]"
2,749,ju3xing2,2,"[""举行"", ""矩形""]"
2,750,ju4ji2,2,"[""剧集"", ""聚集""]"
2,751,ju4ti3,2,"[""具体"", ""聚体""]"
2,752,jue2ji4,2,"[""绝技"", ""绝迹""]"
2,753,jue2yi4,2,"[""决意"", ""决议""]"
2,754,jun1bei4,2,"[""军备"", ""均被""]"
2,755,jun1de,2,"[""军的"", ""菌的""]"
2,756,jun1gong1,2,"[""军功"", ""军工""]"
2,757,jun1shu3,2,"[""均属"", ""菌属""]"
2,758,jun1wei4,2,"[""均为"", ""均未""]"
2,759,jun1xu1,2,"[""军需"", ""均需""]"
2,760,jun1yi3,2,"[""均以"", ""均已""]"
2,761,jun1yu3,2,"[""军与"", ""均与""]"
2,762,jun1zai4,2,"[""军在"", ""均在""]"
2,763,jun4gong1,2,"[""竣工"", ""郡公""]"
2,764,jun4he2,2,"[""郡和"", ""骏河""]"
2,765,ka1,2,"[""咖"", ""喀""]"
2,766,ka3he2,2,"[""卡和"", ""卡河""]"
2,767,kai1cheng2,2,"[""开城"", ""开成""]"
2,768,kai1ji1,2,"[""开基"", ""开机""]"
2,769,kai1yuan2,2,"[""开元"", ""开源""]"
2,770,kai3li4,2,"[""凯利"", ""凯莉""]"
2,771,kan4zuo4,2,"[""看作"", ""看做""]"
2,772,kang4,2,"[""亢"", ""抗""]"
2,773,kang4yi4,2,"[""抗疫"", ""抗议""]"
2,774,kao4,2,"[""铐"", ""靠""]"
2,775,ke1er3,2,"[""柯尔"", ""科尔""]"
2,776,ke1li4,2,"[""柯立"", ""颗粒""]"
2,777,ke1lin2,2,"[""柯林"", ""科林""]"
2,778,ke1lin2si1,2,"[""柯林斯"", ""科林斯""]"
2,779,ke1xi1,2,"[""柯西"", ""科西""]"
2,780,ke2,2,"[""咳"", ""壳""]"
2,781,ke3,2,"[""可"", ""渴""]"
2,782,ke3shi4,2,"[""可是"", ""可视""]"
2,783,ke3wang4,2,"[""可望"", ""渴望""]"
2,784,ke3wei4,2,"[""可为"", ""可谓""]"
2,785,ke4fu2,2,"[""克服"", ""客服""]"
2,786,ke4lun2,2,"[""克伦"", ""客轮""]"
2,787,ke4shi4,2,"[""客室"", ""课室""]"
2,788,keng1,2,"[""坑"", ""铿""]"
2,789,kong3,2,"[""孔"", ""恐""]"
2,790,kuang1,2,"[""匡"", ""框""]"
2,791,kuang2,2,"[""狂"", ""𫛭""]"
2,792,la,2,"[""la"", ""啦""]"
2,793,la1he2,2,"[""拉和"", ""拉河""]"
2,794,la1la1,2,"[""拉拉"", ""菈菈""]"
2,795,la1ma3,2,"[""拉玛"", ""拉马""]"
2,796,lai2de,2,"[""来得"", ""来的""]"
2,797,lai2yin1,2,"[""莱因"", ""莱茵""]"
2,798,lan4,2,"[""滥"", ""烂""]"
2,799,lang2zhong1,2,"[""郎中"", ""阆中""]"
2,800,lang3,2,"[""塱"", ""朗""]"
2,801,lao2,2,"[""劳"", ""牢""]"
2,802,le,2,"[""le"", ""了""]"
2,803,le1,2,"[""了1"", ""肋""]"
2,804,le4,2,"[""乐"", ""叻""]"
2,805,leng2,2,"[""棱"", ""楞""]"
2,806,leta1,2,"[""了他"", ""了她""]"
2,807,leta1de,2,"[""了他的"", ""了她的""]"
2,808,leyi1zhi1,2,"[""了一只"", ""了一支""]"
2,809,li2jia1,2,"[""离家"", ""黎加""]"
2,810,li3cha2,2,"[""理察"", ""理查""]"
2,811,li3da2,2,"[""李达"", ""里达""]"
2,812,li3fu2,2,"[""礼服"", ""里弗""]"
2,813,li3hui4,2,"[""李慧"", ""理会""]"
2,814,li3ke1,2,"[""理科"", ""里科""]"
2,815,li3ke4,2,"[""李克"", ""里克""]"
2,816,li3mao4,2,"[""李茂"", ""礼貌""]"
2,817,li3si1,2,"[""李斯"", ""里斯""]"
2,818,li3xiang1,2,"[""里乡"", ""里香""]"
2,819,li3xing4,2,"[""李姓"", ""理性""]"
2,820,li3zhi4,2,"[""李志"", ""理智""]"
2,821,li4ci2,2,"[""利茨"", ""励磁""]"
2,822,li4fa3,2,"[""历法"", ""立法""]"
2,823,li4he2,2,"[""利和"", ""力和""]"
2,824,li4ti3,2,"[""立体"", ""粒体""]"
2,825,li4xi1,2,"[""利希"", ""利息""]"
2,826,li4yuan2,2,"[""沥源"", ""笠原""]"
2,827,li4zhi4,2,"[""励志"", ""立志""]"
2,828,li4zi,2,"[""例子"", ""粒子""]"
2,829,li4zi1,2,"[""丽兹"", ""利兹""]"
2,830,lian2bang1,2,"[""联帮"", ""联邦""]"
2,831,lian2cheng2,2,"[""连城"", ""连成""]"
2,832,lian2de,2,"[""联的"", ""连的""]"
2,833,lian2dui4,2,"[""联队"", ""连队""]"
2,834,lian2luo4,2,"[""联络"", ""连络""]"
2,835,lian2shu3,2,"[""联署"", ""连署""]"
2,836,lian2tong1,2,"[""联通"", ""连通""]"
2,837,lian2tong2,2,"[""联同"", ""连同""]"
2,838,lian2xi4,2,"[""联系"", ""连系""]"
2,839,liang3xian4,2,"[""两县"", ""两线""]"
2,840,liang4de,2,"[""亮的"", ""量的""]"
2,841,liao2guo2,2,"[""寮国"", ""辽国""]"
2,842,liao4,2,"[""廖"", ""料""]"
2,843,lie4shi4,2,"[""劣势"", ""烈士""]"
2,844,lin2jin4,2,"[""临近"", ""邻近""]"
2,845,lin2jin4de,2,"[""临近的"", ""邻近的""]"
2,846,lin2xia4,2,"[""临夏"", ""林下""]"
2,847,lin2zhong1,2,"[""临终"", ""林中""]"
2,848,lin3,2,"[""凛"", ""廪""]"
2,849,ling2mu4,2,"[""铃木"", ""陵墓""]"
2,850,ling2shi2,2,"[""零时"", ""零食""]"
2,851,ling3,2,"[""岭"", ""领""]"
2,852,ling4ta1,2,"[""令他"", ""令她""]"
2,853,liu2dan4pao4,2,"[""榴弹炮"", ""榴弹砲""]"
2,854,liu2li2,2,"[""流离"", ""琉璃""]"
2,855,liu2mei3,2,"[""刘美"", ""留美""]"
2,856,liu2xing2,2,"[""流形"", ""流行""]"
2,857,liu2yan2,2,"[""流言"", ""留言""]"
2,858,liu2yu4,2,"[""刘裕"", ""流域""]"
2,859,long2de2,2,"[""隆德"", ""龙德""]"
2,860,long2tou2,2,"[""隆头"", ""龙头""]"
2,861,lu2zhou1,2,"[""泸州"", ""芦洲""]"
2,862,lu4de2,2,"[""录得"", ""路德""]"
2,863,lu4ji1,2,"[""路基"", ""陆基""]"
2,864,lu4jun1,2,"[""路军"", ""陆军""]"
2,865,lu4shang4,2,"[""路上"", ""陆上""]"
2,866,lu4si1,2,"[""路斯"", ""露丝""]"
2,867,lu4xi1,2,"[""路西"", ""露西""]"
2,868,lu4yi4si1,2,"[""路易丝"", ""路易斯""]"
2,869,lu4zhan4,2,"[""路站"", ""陆战""]"
2,870,lu4zhi4,2,"[""录制"", ""路至""]"
2,871,luo2de2,2,"[""罗得"", ""罗德""]"
2,872,luo2la1,2,"[""罗拉"", ""萝拉""]"
2,873,luo4ji1,2,"[""洛基"", ""洛矶""]"
2,874,luo4ma3,2,"[""洛马"", ""落马""]"
2,875,lv3ke4,2,"[""吕克"", ""旅客""]"
2,876,lv3xing2,2,"[""履行"", ""旅行""]"
2,877,lv4hua4,2,"[""氯化"", ""绿化""]"
2,878,lve4,2,"[""掠"", ""略""]"
2,879,ma1,2,"[""妈"", ""嬷""]"
2,880,ma2,2,"[""蔴"", ""麻""]"
2,881,ma3er3,2,"[""玛尔"", ""马尔""]"
2,882,ma3er3ta1,2,"[""马尔他"", ""马耳他""]"
2,883,ma3ge2,2,"[""玛格"", ""马格""]"
2,884,ma3ha1,2,"[""玛哈"", ""马哈""]"
2,885,ma3jia1,2,"[""马加"", ""马家""]"
2,886,ma3ke4si1,2,"[""马克思"", ""马克斯""]"
2,887,ma3la1,2,"[""玛拉"", ""马拉""]"
2,888,ma3na4,2,"[""玛娜"", ""马纳""]"
2,889,ma3shi4,2,"[""马士"", ""马氏""]"
2,890,ma3si1,2,"[""玛斯"", ""马斯""]"
2,891,ma3ti2,2,"[""马提"", ""马蹄""]"
2,892,ma3tou2,2,"[""码头"", ""马头""]"
2,893,ma3xi1,2,"[""玛希"", ""马西""]"
2,894,ma3yi3,2,"[""蚂蚁"", ""马尾""]"
2,895,ma4,2,"[""犸"", ""骂""]"
2,896,mai2,2,"[""埋"", ""霾""]"
2,897,mai4er3,2,"[""迈尔"", ""麦尔""]"
2,898,mai4ke4,2,"[""迈克"", ""麦克""]"
2,899,man3zhou1,2,"[""满州"", ""满洲""]"
2,900,man3zu2,2,"[""满族"", ""满足""]"
2,901,mang3,2,"[""莽"", ""蟒""]"
2,902,me,2,"[""me"", ""么""]"
2,903,mei2you3zai4,2,"[""没有再"", ""没有在""]"
2,904,mei3guo2dui4,2,"[""美国对"", ""美国队""]"
2,905,mei3ji2,2,"[""每集"", ""美籍""]"
2,906,mei3li4,2,"[""美丽"", ""美利""]"
2,907,mei3ling2,2,"[""美玲"", ""美龄""]"
2,908,mei3ren2,2,"[""每人"", ""美人""]"
2,909,mei3wei4,2,"[""每位"", ""美味""]"
2,910,mei3yuan2,2,"[""美元"", ""美援""]"
2,911,mei3zhou1,2,"[""每周"", ""美洲""]"
2,912,men,2,"[""men"", ""们""]"
2,913,men2huo3pao4,2,"[""门火炮"", ""门火砲""]"
2,914,meng4,2,"[""孟"", ""梦""]"
2,915,mi3li4,2,"[""米利"", ""米莉""]"
2,916,mi4feng1,2,"[""密封"", ""蜜蜂""]"
2,917,miao3,2,"[""秒"", ""藐""]"
2,918,miao4,2,"[""妙"", ""庙""]"
2,919,mie4,2,"[""灭"", ""蔑""]"
2,920,min2fang2,2,"[""民房"", ""民防""]"
2,921,ming2de,2,"[""名的"", ""明的""]"
2,922,ming2shi4,2,"[""名士"", ""名是""]"
2,923,ming2wen2,2,"[""明文"", ""铭文""]"
2,924,ming2zhi4,2,"[""明智"", ""明治""]"
2,925,mo4li3,2,"[""莫里"", ""默里""]"
2,926,mo4luo4,2,"[""没落"", ""莫洛""]"
2,927,mo4na4,2,"[""莫纳"", ""莫那""]"
2,928,mo4ren4,2,"[""末任"", ""默认""]"
2,929,mo4si1,2,"[""莫斯"", ""默斯""]"
2,930,mo4te4,2,"[""莫特"", ""默特""]"
2,931,mu4di4,2,"[""墓地"", ""目的""]"
2,932,mu4guang1,2,"[""暮光"", ""目光""]"
2,933,mu4ke4,2,"[""木刻"", ""穆克""]"
2,934,mu4lan2,2,"[""木兰"", ""穆兰""]"
2,935,mu4shi4,2,"[""墓室"", ""目视""]"
2,936,mu4si1,2,"[""木斯"", ""穆斯""]"
2,937,na4de,2,"[""娜的"", ""纳的""]"
2,938,na4he2,2,"[""纳和"", ""纳河""]"
2,939,na4si1,2,"[""纳斯"", ""那斯""]"
2,940,na4wei4,2,"[""纳为"", ""那位""]"
2,941,nan2dao4,2,"[""南道"", ""难道""]"
2,942,nan2de2,2,"[""南德"", ""难得""]"
2,943,nan2fang1,2,"[""南方"", ""男方""]"
2,944,nan2jie1,2,"[""南接"", ""南街""]"
2,945,nan2lin2,2,"[""南临"", ""南邻""]"
2,946,nan2sheng1,2,"[""男声"", ""男生""]"
2,947,nan2shi4,2,"[""南市"", ""男士""]"
2,948,nan2xian4,2,"[""南县"", ""南线""]"
2,949,nan2yang2,2,"[""南洋"", ""南阳""]"
2,950,nao4,2,"[""淖"", ""闹""]"
2,951,ne,2,"[""ne"", ""呢""]"
2,952,nei4ce4,2,"[""内侧"", ""内测""]"
2,953,nei4han2,2,"[""内含"", ""内涵""]"
2,954,nei4he2,2,"[""内核"", ""内河""]"
2,955,nei4yi1,2,"[""内伊"", ""内衣""]"
2,956,ni4cheng1,2,"[""昵称"", ""暱称""]"
2,957,nian2du4,2,"[""年度"", ""黏度""]"
2,958,nian2qing1,2,"[""年轻"", ""年青""]"
2,959,nian2tu3,2,"[""粘土"", ""黏土""]"
2,960,nian2zhong1,2,"[""年中"", ""年终""]"
2,961,nian4,2,"[""廿"", ""念""]"
2,962,niao4,2,"[""尿"", ""脲""]"
2,963,ning2shi4,2,"[""凝视"", ""宁市""]"
2,964,nu3,2,"[""努"", ""弩""]"
2,965,nv3sheng1,2,"[""女声"", ""女生""]"
2,966,nve4,2,"[""疟"", ""虐""]"
2,967,pa2,2,"[""爬"", ""琶""]"
2,968,pa4,2,"[""帕"", ""怕""]"
2,969,pai2wei4,2,"[""排位"", ""牌位""]"
2,970,pan1,2,"[""攀"", ""潘""]"
2,971,pang1,2,"[""乓"", ""滂""]"
2,972,pang2,2,"[""庞"", ""旁""]"
2,973,pao3dao4,2,"[""跑到"", ""跑道""]"
2,974,pao4bing1,2,"[""炮兵"", ""砲兵""]"
2,975,pao4dan4,2,"[""炮弹"", ""砲弹""]"
2,976,pao4ji1,2,"[""炮击"", ""砲击""]"
2,977,pao4ta3,2,"[""炮塔"", ""砲塔""]"
2,978,pao4tai2,2,"[""炮台"", ""砲台""]"
